576,,Jaguar,baseline,done,,1,0,132,132000,500,1100,240,3,22,6,11,3,0,3,1676,66.6
557,,Jaguar,nomulticast,prep,404527,1,0,132,132000,500,1100,240,3,22,6,11,6,0,3,"1,987",56.2
776,,Jaguar,baseline,done,405316,2,0,528,264000,500,1100,240,3,44,12,22,3,0,3,"3,401",67.3
821,,Jaguar,nomulticast,done,405617,2,0,528,264000,500,1100,240,3,44,12,22,3,0,3,"4,388",50.9
821,,Jaguar,nofinish,done,405617,2,0,528,264000,500,1100,240,3,44,12,22,3,0,3,"4,388",50.9
806,,Jaguar,baseline,done,405540,3,30,2112,528000,500,1100,240,3,88,24,44,3,0,3,"6,733",66.4
841,,Jaguar,nofinish,done,,3,30,2112,528000,500,1100,240,3,88,24,44,3,0,3,,35.5
