286,ca74174,BGP,redncb,done,,,,256,96000,300,310,150,3,64,4,8,,#DIV/0!,50,1126,60.2
287,1ef998b,BGP,baseline,done,,,,256,96000,300,310,150,3,64,4,8,,#DIV/0!,50,1129,60
288,ca74174,BGP,redncb,done,,,,1024,96000,300,310,150,3,128,8,8,,#DIV/0!,50,378,45
289,1ef998b,BGP,baseline,done,,,,1024,96000,300,310,150,3,128,8,8,,#DIV/0!,50,385,44
290,ca74174,BGP,redncb,done,,,,2048,96000,300,310,150,3,128,16,16,,#DIV/0!,,272,31
311,1ef998b,BGP,baseline,done,,,,2048,96000,300,310,150,3,128,16,16,,#DIV/0!,,282,30
